CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUS-0443,Female,1,Yes,Yes,62.0,Yes,DSL,No,No,Month-to-month,No,Bank transfer,25.11,1687.45,No
CUS-0444,Female,1,No,No,13.0,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer,30.13,394.29,No
CUS-0445,Male,0,Yes,No,59.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,39.33,2134.86,No
CUS-0446,Female,0,No,No,19.0,Yes,DSL,Yes,Yes,Two year,No,Electronic check,31.5,609.12,No
CUS-0447,Female,0,Yes,No,49.0,No,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,97.8,5059.03,No
CUS-0448,Female,0,No,No,12.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.02,364.01,No
CUS-0449,Male,0,Yes,No,61.0,Yes,DSL,Yes,No,One year,Yes,Bank transfer,29.5,1681.69,No
CUS-0450,Male,0,Yes,No,19.0,Yes,No,No internet service,No internet service,Two year,No,Electronic check,37.09,635.97,No
CUS-0451,Female,0,Yes,No,9.0,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,29.43,269.83,No
CUS-0452,Female,1,Yes,No,71.0,Yes,DSL,No,No,Month-to-month,No,Credit card,37.37,2858.49,No
CUS-0453,Female,0,Yes,Yes,28.0,Yes,DSL,No,No,Month-to-month,No,Mailed check,25.83,747.93,Yes
CUS-0454,Female,0,Yes,No,52.0,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer,22.58,1287.36,No
CUS-0455,Female,0,Yes,No,16.0,Yes,Fiber optic,Yes,Yes,One year,No,Credit card,97.11,1417.97,Yes
CUS-0456,Male,0,No,Yes,69.0,Yes,DSL,Yes,No,Two year,No,Electronic check,31.75,2367.32,No
CUS-0457,Female,0,No,Yes,12.0,Yes,DSL,No,No,Month-to-month,No,Credit card,37.78,481.84,Yes
CUS-0458,Male,1,No,No,25.0,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,98.76,2377.27,Yes
CUS-0459,Female,0,No,Yes,52.0,Yes,Fiber optic,No,No,One year,No,Bank transfer,81.07,4614.88,Yes
CUS-0460,Male,1,No,Yes,53.0,Yes,Fiber optic,Yes,No,Two year,Yes,Mailed check,90.02,4568.71,No
CUS-0461,Female,0,Yes,No,,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.5,681.75,No
CUS-0462,Male,0,Yes,No,16.0,Yes,DSL,Yes,No,Two year,No,Credit card,32.52,559.94,No
CUS-0463,Female,0,Yes,No,57.0,No,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,95.87,5746.19,Yes
CUS-0464,Male,0,Yes,Yes,39.0,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,85.61,3381.17,Yes
CUS-0465,Male,1,Yes,Yes,53.0,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,91.14,4463.31,No
CUS-0466,Male,1,No,No,42.0,Yes,DSL,No,No,Month-to-month,No,Bank transfer,34.17,1444.32,Yes
CUS-0467,Male,0,No,No,58.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,22.69,1278.33,No
CUS-0468,Male,0,No,No,39.0,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,,1497.61,No
CUS-0469,Male,0,No,No,14.0,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,92.12,1356.26,Yes
CUS-0470,Female,1,Yes,No,5.0,Yes,Fiber optic,Yes,No,Two year,Yes,Mailed check,98.99,535.6,No
CUS-0471,Male,0,Yes,Yes,35.0,Yes,DSL,No,No,Month-to-month,No,Credit card,26.79,846.67,Yes
CUS-0472,Female,0,Yes,No,18.0,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,82.16,1570.31,Yes
CUS-0473,Female,0,No,Yes,9.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,90.13,882.3,No
CUS-0474,Female,0,Yes,No,58.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,81.72,5014.0,No
CUS-0475,Female,0,No,No,17.0,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,39.39,620.1,No
CUS-0476,Female,0,Yes,No,7.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,80.77,518.04,No
CUS-0477,Male,1,Yes,Yes,46.0,Yes,Fiber optic,Yes,No,One year,No,Credit card,95.07,3954.13,No
CUS-0478,Male,0,No,Yes,13.0,Yes,Fiber optic,No,Yes,One year,No,Credit card,90.5,1206.79,No
CUS-0479,Male,0,Yes,No,40.0,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer,27.37,1123.19,No
CUS-0480,Female,1,Yes,Yes,42.0,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,81.32,3748.04,No
CUS-0481,Male,0,No,No,9.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,92.44,815.0,Yes
CUS-0482,Male,1,Yes,Yes,,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,91.7,4430.86,No
CUS-0483,Male,0,No,No,27.0,Yes,No,No internet service,No internet service,One year,No,Electronic check,25.62,708.95,No
CUS-0484,Male,0,Yes,No,66.0,Yes,Fiber optic,Yes,Yes,One year,Yes,Bank transfer,98.2,6903.27,No
CUS-0485,Male,1,Yes,No,5.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,26.08,141.79,Yes
CUS-0486,Female,0,Yes,No,29.0,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,88.99,,Yes
CUS-0487,Male,0,Yes,Yes,37.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,,3313.25,Yes
CUS-0488,Female,0,Yes,Yes,38.0,Yes,No,No internet service,No internet service,One year,No,Credit card,22.0,858.56,No
CUS-0489,Female,0,Yes,No,8.0,Yes,DSL,No,Yes,Month-to-month,Yes,Credit card,38.64,331.15,No
CUS-0490,Female,0,Yes,No,65.0,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,27.49,1783.49,No
CUS-0491,Female,0,Yes,No,17.0,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,81.62,1308.92,Yes
CUS-0492,Female,1,No,Yes,71.0,Yes,DSL,Yes,No,One year,Yes,Credit card,27.75,1840.1,No
CUS-0493,Male,0,No,Yes,45.0,Yes,DSL,Yes,No,Two year,Yes,Credit card,32.0,1296.05,No
CUS-0494,Male,0,Yes,Yes,4.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,90.27,376.84,Yes
CUS-0495,Male,0,Yes,No,36.0,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,93.89,3117.14,No
CUS-0496,Female,0,No,Yes,70.0,No,Fiber optic,No,Yes,Two year,No,Bank transfer,81.11,5386.82,No
CUS-0497,Male,0,Yes,No,31.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,25.69,764.2,Yes
CUS-0498,Male,1,Yes,Yes,19.0,Yes,Fiber optic,Yes,Yes,One year,Yes,Bank transfer,96.38,1853.33,Yes
CUS-0499,Female,0,No,No,61.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.6,1290.71,No
CUS-0500,Female,0,Yes,No,54.0,Yes,DSL,Yes,No,One year,No,Electronic check,37.11,2073.95,No
CUS-0501,Female,0,Yes,No,39.0,Yes,Fiber optic,No,Yes,Month-to-month,No,Mailed check,81.84,2908.1,No
CUS-0502,Female,0,No,No,,Yes,No,No internet service,No internet service,Two year,Yes,Credit card,36.69,644.68,No
CUS-0503,Male,0,Yes,No,39.0,Yes,Fiber optic,No,No,One year,No,Bank transfer,87.22,3401.04,No
CUS-0504,Female,0,Yes,No,67.0,No,Fiber optic,No,Yes,One year,Yes,Electronic check,92.24,5978.57,No
CUS-0505,Female,0,No,No,45.0,Yes,Fiber optic,Yes,Yes,One year,Yes,Credit card,83.06,3585.06,No
CUS-0506,Male,0,Yes,No,13.0,Yes,DSL,No,Yes,One year,Yes,Electronic check,21.32,253.16,No
CUS-0507,Male,0,No,No,58.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,84.32,5277.62,Yes
CUS-0508,Female,0,Yes,Yes,20.0,Yes,Fiber optic,No,No,Two year,Yes,Credit card,82.56,,No
CUS-0509,Male,0,Yes,No,61.0,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,26.25,1480.07,No
CUS-0510,Female,0,No,Yes,39.0,Yes,DSL,No,Yes,Month-to-month,No,Credit card,30.29,1078.55,Yes
CUS-0511,Female,0,No,Yes,1.0,Yes,No,No internet service,No internet service,Two year,Yes,Credit card,31.78,34.8,No
CUS-0512,Male,0,Yes,No,3.0,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,35.8,111.29,No
CUS-0513,Male,0,No,No,62.0,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer,33.12,2019.54,No
CUS-0514,Female,0,No,No,63.0,No,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,92.18,6041.64,No
CUS-0515,Female,0,Yes,No,25.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.24,742.19,Yes
CUS-0516,Female,1,Yes,No,56.0,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card,29.48,1743.32,No
CUS-0517,Male,0,Yes,No,33.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,88.29,2900.68,Yes
CUS-0518,Female,0,No,Yes,38.0,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,36.84,1380.29,No
CUS-0519,Female,1,No,Yes,6.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,84.6,457.96,Yes
CUS-0520,Female,0,No,No,58.0,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,80.11,5042.77,No
CUS-0521,Female,0,No,Yes,44.0,Yes,DSL,No,No,Two year,No,Bank transfer,33.03,1483.35,No
CUS-0522,Female,0,Yes,Yes,45.0,Yes,Fiber optic,No,Yes,Month-to-month,No,Electronic check,84.05,3557.7,No
CUS-0523,Male,0,No,No,32.0,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,37.8,1311.11,No
CUS-0524,Female,0,Yes,No,45.0,Yes,DSL,Yes,No,Month-to-month,Yes,Credit card,37.18,1811.94,No
CUS-0525,Female,1,No,No,61.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,81.53,5459.9,No
CUS-0526,Female,0,Yes,No,47.0,Yes,Fiber optic,No,No,One year,No,Credit card,82.13,4148.89,No
CUS-0527,Female,0,Yes,No,21.0,Yes,DSL,No,Yes,One year,Yes,Credit card,29.9,690.41,No
CUS-0528,Male,0,Yes,Yes,36.0,Yes,Fiber optic,No,Yes,One year,Yes,Credit card,92.18,3149.03,No
CUS-0529,Male,1,No,Yes,19.0,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,25.5,517.66,Yes
CUS-0530,Male,0,Yes,No,20.0,Yes,DSL,No,Yes,One year,No,Credit card,34.34,731.17,Yes
CUS-0531,Female,0,Yes,No,57.0,No,DSL,No,No,Month-to-month,Yes,Credit card,31.9,1720.45,Yes
CUS-0532,Female,0,No,No,18.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.5,438.69,Yes
CUS-0533,Male,0,Yes,Yes,47.0,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,80.51,4146.79,Yes
CUS-0534,Male,1,No,No,49.0,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,,4465.1,No
CUS-0535,Male,1,No,No,14.0,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,84.3,1267.75,Yes
CUS-0536,Female,0,Yes,No,15.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.69,495.77,Yes
CUS-0537,Female,1,Yes,No,31.0,Yes,DSL,No,No,Two year,No,Electronic check,28.41,796.34,Yes
CUS-0538,Male,0,No,No,1.0,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,91.54,90.92,No
CUS-0539,Male,1,Yes,No,54.0,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,97.46,4987.82,No
CUS-0540,Male,0,No,No,3.0,Yes,Fiber optic,No,Yes,Month-to-month,No,Electronic check,97.27,302.89,Yes
CUS-0541,Female,0,No,No,16.0,Yes,DSL,No,No,One year,Yes,Bank transfer,27.43,444.63,No
CUS-0542,Female,0,No,No,57.0,Yes,Fiber optic,No,Yes,Month-to-month,No,Mailed check,84.18,4392.79,Yes
CUS-0543,Female,0,Yes,No,12.0,No,DSL,No,Yes,Two year,Yes,Credit card,,397.26,No
CUS-0544,Male,0,No,No,16.0,Yes,Fiber optic,No,Yes,Two year,Yes,Bank transfer,88.66,1386.8,No
CUS-0545,Male,0,Yes,No,24.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,83.84,1885.64,Yes
CUS-0546,Female,0,Yes,Yes,28.0,Yes,DSL,No,Yes,Month-to-month,No,Mailed check,38.09,1128.85,No
CUS-0547,Male,0,Yes,No,8.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,23.96,188.46,No
CUS-0548,Female,0,Yes,No,36.0,No,DSL,Yes,Yes,One year,Yes,Credit card,20.52,678.65,No
CUS-0549,Male,0,No,No,8.0,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,20.41,162.77,No
CUS-0550,Male,1,Yes,No,58.0,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,92.45,4923.31,Yes
CUS-0551,Male,0,No,No,60.0,Yes,DSL,Yes,Yes,Month-to-month,Yes,Credit card,33.23,1845.84,No
CUS-0552,Male,0,No,Yes,50.0,Yes,DSL,No,Yes,One year,Yes,Bank transfer,26.22,1242.73,No
CUS-0553,Female,0,Yes,No,28.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.4,792.35,Yes
CUS-0554,Male,1,No,No,41.0,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,26.79,1191.67,Yes
CUS-0555,Female,0,No,No,64.0,No,DSL,No,No,One year,Yes,Credit card,33.6,2290.72,No
CUS-0556,Female,0,Yes,No,27.0,Yes,Fiber optic,No,No,One year,No,Credit card,81.16,2118.6,Yes
CUS-0557,Female,0,No,No,63.0,Yes,Fiber optic,No,Yes,Two year,No,Mailed check,98.58,5927.89,No
CUS-0558,Male,1,No,No,17.0,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,84.45,1449.76,Yes
CUS-0559,Female,0,No,Yes,33.0,Yes,DSL,No,Yes,One year,Yes,Mailed check,39.99,1378.22,No
CUS-0560,Female,0,No,No,29.0,Yes,DSL,No,No,One year,Yes,Credit card,23.43,746.52,No
CUS-0561,Female,0,Yes,No,13.0,Yes,DSL,No,No,Month-to-month,No,Bank transfer,35.43,426.65,No
CUS-0562,Male,1,No,No,46.0,Yes,DSL,No,Yes,One year,Yes,Electronic check,24.47,1024.15,No
CUS-0563,Male,0,No,No,35.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,81.62,2967.74,No
CUS-0564,Female,0,No,No,6.0,Yes,Fiber optic,No,No,Two year,No,Electronic check,97.5,623.87,No
CUS-0565,Male,1,No,Yes,69.0,Yes,DSL,Yes,No,Month-to-month,Yes,Mailed check,37.18,2743.13,No
CUS-0566,Female,0,Yes,No,47.0,Yes,Fiber optic,No,No,One year,Yes,Mailed check,88.07,4287.03,Yes
CUS-0567,Female,0,No,No,25.0,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,94.05,2564.75,Yes
CUS-0568,Male,0,Yes,No,66.0,Yes,No,No internet service,No internet service,Two year,No,Bank transfer,31.14,2059.76,No
CUS-0569,Female,0,No,No,10.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.06,401.27,Yes
CUS-0570,Male,0,Yes,Yes,56.0,Yes,No,No internet service,No internet service,Two year,No,Bank transfer,26.3,1610.6,No
CUS-0571,Male,0,Yes,Yes,30.0,Yes,DSL,No,No,Two year,Yes,Mailed check,30.47,977.57,No
CUS-0572,Female,0,Yes,No,5.0,No,DSL,No,No,Month-to-month,No,Bank transfer,29.71,142.9,No
CUS-0573,Male,0,Yes,No,33.0,Yes,DSL,Yes,No,Two year,Yes,Mailed check,27.08,839.35,Yes
CUS-0574,Male,1,Yes,Yes,65.0,Yes,DSL,No,No,Two year,No,Bank transfer,37.83,2482.61,No
CUS-0575,Female,0,No,No,18.0,Yes,Fiber optic,Yes,No,Month-to-month,No,Credit card,83.32,1485.67,No
CUS-0576,Female,1,No,No,49.0,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,82.99,4373.74,No
CUS-0577,Male,0,No,No,11.0,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card,31.54,319.19,No
CUS-0578,Male,1,Yes,No,26.0,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.15,820.14,No
CUS-0579,Female,0,No,Yes,63.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,83.89,5551.23,No
CUS-0580,Male,0,Yes,Yes,59.0,No,Fiber optic,No,No,Month-to-month,Yes,Credit card,87.81,4761.13,Yes
CUS-0581,Male,0,Yes,No,27.0,No,DSL,No,Yes,Month-to-month,No,Bank transfer,,1013.43,No
CUS-0582,Male,1,No,No,49.0,Yes,DSL,No,No,Month-to-month,No,Mailed check,24.93,1194.0,No
CUS-0583,Male,0,No,No,33.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,93.37,3156.76,No
CUS-0584,Male,0,Yes,No,1.0,Yes,DSL,No,No,Two year,No,Electronic check,34.8,32.42,No
CUS-0585,Male,0,Yes,No,21.0,Yes,Fiber optic,No,No,One year,No,Bank transfer,88.96,2002.89,Yes
CUS-0586,Male,0,No,No,55.0,Yes,DSL,No,No,Month-to-month,No,Mailed check,38.75,2108.89,No
CUS-0587,Female,0,No,No,6.0,Yes,Fiber optic,Yes,Yes,One year,No,Credit card,94.73,615.79,No
CUS-0588,Female,0,No,No,69.0,Yes,Fiber optic,No,No,One year,Yes,Bank transfer,89.16,6112.51,Yes
CUS-0589,Female,0,No,No,5.0,Yes,DSL,Yes,No,Two year,Yes,Credit card,31.39,149.89,No
CUS-0590,Female,0,Yes,Yes,3.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,33.85,94.28,Yes
CUS-0591,Female,0,No,No,53.0,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer,31.84,1520.03,No
CUS-0592,Male,0,No,Yes,23.0,Yes,Fiber optic,No,No,Two year,No,Bank transfer,97.57,2258.54,Yes
CUS-0593,Male,0,No,No,53.0,Yes,Fiber optic,Yes,No,Two year,No,Credit card,87.14,4255.56,No
CUS-0594,Male,0,Yes,No,37.0,Yes,Fiber optic,Yes,No,One year,No,Credit card,86.0,3113.1,No
CUS-0595,Male,0,Yes,No,,Yes,No,No internet service,No internet service,One year,No,Bank transfer,24.28,420.13,No
CUS-0596,Female,0,Yes,No,1.0,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,20.76,19.83,Yes
CUS-0597,Male,0,Yes,Yes,51.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,80.86,3855.99,Yes
CUS-0598,Male,0,No,Yes,45.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,97.4,4623.82,Yes
CUS-0599,Female,0,Yes,No,4.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.57,146.28,Yes
CUS-0600,Male,0,No,Yes,62.0,Yes,DSL,No,Yes,Two year,Yes,Electronic check,33.21,1894.48,No
CUS-0601,Male,0,No,No,65.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,92.29,5585.64,No
CUS-0602,Female,0,No,No,32.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,96.98,3388.88,Yes
CUS-0603,Male,0,No,No,34.0,Yes,DSL,Yes,No,Two year,Yes,Credit card,29.61,913.67,No
CUS-0604,Male,0,Yes,No,39.0,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,97.41,4161.89,No
CUS-0605,Male,0,Yes,Yes,26.0,Yes,DSL,Yes,Yes,Two year,Yes,Credit card,,636.9,No
CUS-0606,Male,0,Yes,No,34.0,Yes,Fiber optic,No,Yes,Two year,Yes,Credit card,98.53,3600.38,No
CUS-0607,Male,0,No,No,54.0,Yes,No,No internet service,No internet service,One year,Yes,Credit card,33.97,1763.69,No
CUS-0608,Female,0,No,Yes,3.0,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,85.14,277.82,Yes
CUS-0609,Female,1,No,No,50.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,91.28,4396.91,No
CUS-0610,Female,0,No,Yes,12.0,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,,1121.49,Yes
CUS-0611,Female,0,No,No,65.0,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,,1355.14,Yes
CUS-0612,Female,0,Yes,No,54.0,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,31.82,1629.73,No
CUS-0613,Female,0,No,Yes,5.0,Yes,Fiber optic,Yes,Yes,Two year,No,Electronic check,,455.12,No
CUS-0614,Male,0,Yes,No,57.0,Yes,DSL,Yes,No,Month-to-month,Yes,Bank transfer,21.05,1206.73,No
CUS-0615,Female,0,No,No,17.0,Yes,DSL,No,No,One year,Yes,Bank transfer,38.97,719.2,No
CUS-0616,Female,0,No,No,47.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,92.83,4300.84,Yes
CUS-0617,Male,0,Yes,No,23.0,Yes,DSL,No,No,One year,No,Bank transfer,37.54,927.28,No
CUS-0618,Male,0,Yes,No,14.0,Yes,DSL,No,No,Two year,Yes,Mailed check,33.52,464.49,No
CUS-0619,Female,0,No,Yes,66.0,No,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,87.14,6302.49,No
CUS-0620,Male,0,No,No,51.0,Yes,DSL,Yes,No,Month-to-month,Yes,Bank transfer,30.25,1684.63,No
CUS-0621,Female,0,No,Yes,38.0,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer,33.51,1229.87,No
CUS-0622,Male,1,No,No,64.0,Yes,No,No internet service,No internet service,One year,Yes,Credit card,39.21,2703.13,No
CUS-0623,Female,0,Yes,No,38.0,Yes,Fiber optic,No,Yes,One year,No,Credit card,85.07,3457.4,No
CUS-0624,Male,0,No,No,50.0,Yes,DSL,No,No,Month-to-month,No,Bank transfer,37.5,1766.51,Yes
CUS-0625,Male,0,Yes,No,30.0,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,98.48,3027.84,Yes
CUS-0626,Female,0,No,Yes,51.0,Yes,No,No internet service,No internet service,Two year,Yes,Credit card,33.41,1558.29,No
CUS-0627,Female,1,Yes,No,63.0,Yes,Fiber optic,No,Yes,Two year,No,Electronic check,98.63,6632.13,Yes
CUS-0628,Female,0,Yes,Yes,52.0,Yes,DSL,No,No,Month-to-month,Yes,Credit card,27.96,1359.28,No
CUS-0629,Female,1,No,Yes,38.0,Yes,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,99.06,3441.17,No
CUS-0630,Female,0,Yes,Yes,30.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,34.06,1001.41,No
CUS-0631,Male,1,No,No,51.0,Yes,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,80.84,4186.27,Yes
CUS-0632,Female,0,Yes,Yes,5.0,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,98.14,525.53,Yes
CUS-0633,Female,0,No,Yes,,Yes,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,89.69,2847.71,Yes
CUS-0634,Male,0,Yes,Yes,4.0,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,89.21,352.52,Yes
CUS-0635,Male,0,No,Yes,10.0,Yes,DSL,No,No,Month-to-month,Yes,Credit card,31.33,285.76,Yes
CUS-0636,Female,0,No,No,56.0,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,82.99,4878.99,No
CUS-0637,Male,0,Yes,No,17.0,No,DSL,No,No,One year,Yes,Electronic check,29.38,505.97,Yes
CUS-0638,Male,0,Yes,No,17.0,Yes,Fiber optic,No,No,One year,No,Credit card,96.62,1625.42,Yes
CUS-0639,Female,0,Yes,No,69.0,Yes,DSL,No,Yes,One year,No,Bank transfer,20.31,1347.93,No
CUS-0640,Male,0,Yes,Yes,34.0,Yes,Fiber optic,No,Yes,Two year,Yes,Electronic check,85.46,2907.03,No
CUS-0641,Male,0,No,No,6.0,Yes,DSL,No,Yes,Month-to-month,No,Mailed check,20.05,116.42,No
CUS-0642,Female,0,Yes,No,53.0,Yes,Fiber optic,No,Yes,One year,Yes,Bank transfer,88.31,4921.02,No
CUS-0643,Female,0,No,Yes,66.0,Yes,No,No internet service,No internet service,One year,No,Credit card,34.57,2301.65,No
CUS-0644,Male,0,Yes,Yes,43.0,Yes,DSL,Yes,No,Month-to-month,Yes,Bank transfer,35.98,1663.75,No
CUS-0645,Male,0,No,Yes,23.0,Yes,DSL,Yes,No,Month-to-month,Yes,Mailed check,38.9,902.49,No
CUS-0646,Female,0,No,Yes,55.0,Yes,DSL,No,No,Month-to-month,No,Mailed check,32.17,1676.73,No
CUS-0647,Male,0,No,No,16.0,Yes,No,No internet service,No internet service,Two year,No,Electronic check,25.09,429.63,No
CUS-0648,Male,0,No,No,8.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,98.48,796.86,Yes
CUS-0649,Male,0,Yes,Yes,4.0,Yes,Fiber optic,No,No,Two year,No,Bank transfer,95.51,359.64,Yes
CUS-0650,Female,0,Yes,Yes,4.0,Yes,DSL,Yes,Yes,One year,Yes,Electronic check,31.49,129.07,Yes
CUS-0651,Male,0,No,No,56.0,Yes,Fiber optic,No,Yes,One year,Yes,Mailed check,93.91,,Yes
CUS-0652,Male,0,Yes,Yes,25.0,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,38.49,1028.53,No
CUS-0653,Female,0,Yes,No,67.0,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,34.25,2273.32,No
CUS-0654,Male,1,No,No,67.0,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,87.37,6118.9,Yes
CUS-0655,Male,0,Yes,Yes,27.0,Yes,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,34.26,850.19,Yes
CUS-0656,Female,0,Yes,Yes,32.0,Yes,DSL,No,No,Two year,Yes,Electronic check,20.81,652.07,Yes
CUS-0657,Female,0,Yes,No,50.0,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,27.73,1520.5,Yes
CUS-0658,Female,0,No,No,61.0,Yes,DSL,Yes,No,Month-to-month,Yes,Bank transfer,28.13,1821.79,No
CUS-0659,Female,0,Yes,No,51.0,Yes,DSL,No,No,Month-to-month,No,Bank transfer,23.34,1109.38,Yes
CUS-0660,Male,1,No,No,19.0,No,DSL,No,No,Two year,Yes,Mailed check,20.46,371.46,No
CUS-0661,Male,0,Yes,Yes,21.0,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,82.67,1676.98,Yes
CUS-0662,Female,0,Yes,No,5.0,Yes,No,No internet service,No internet service,One year,No,Electronic check,33.09,170.43,No
CUS-0663,Female,1,Yes,No,42.0,Yes,Fiber optic,Yes,No,Month-to-month,No,Credit card,96.05,4241.45,No
CUS-0664,Male,0,No,Yes,61.0,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,39.76,2546.4,No
